ccaa_iso,fecha,num_casos,num_casos_prueba_pcr,num_casos_prueba_test_ac,num_casos_prueba_ag,num_casos_prueba_elisa,num_casos_prueba_desconocida
CL,2020-05-21,38,37,0,0,1,0
CM,2020-05-21,24,24,0,0,0,0
CN,2020-05-21,5,5,0,0,0,0
CT,2020-05-21,247,177,0,0,68,2
EX,2020-05-21,2,2,0,0,0,0
GA,2020-05-21,11,11,0,0,0,0
IB,2020-05-21,5,5,0,0,0,0
MC,2020-05-21,1,1,0,0,0,0
MD,2020-05-21,128,1,0,0,0,127
ML,2020-05-21,0,0,0,0,0,0
NC,2020-05-21,3,3,0,0,0,0
PV,2020-05-21,10,8,0,2,0,0
RI,2020-05-21,4,3,0,0,0,1
VC,2020-05-21,10,9,0,1,0,0
AN,2020-05-22,6,5,0,1,0,0
AR,2020-05-22,10,10,0,0,0,0
AS,2020-05-22,1,1,0,0,0,0
CB,2020-05-22,1,1,0,0,0,0
CE,2020-05-22,0,0,0,0,0,0
CL,2020-05-22,41,40,0,0,1,0
CM,2020-05-22,52,45,0,2,4,1
CN,2020-05-22,3,3,0,0,0,0
CT,2020-05-22,299,226,0,1,70,2
EX,2020-05-22,4,3,0,0,1,0
GA,2020-05-22,5,5,0,0,0,0
IB,2020-05-22,3,3,0,0,0,0
MC,2020-05-22,2,2,0,0,0,0
MD,2020-05-22,103,4,0,0,0,99
ML,2020-05-22,0,0,0,0,0,0
NC,2020-05-22,6,6,0,0,0,0
PV,2020-05-22,12,6,0,6,0,0
RI,2020-05-22,2,2,0,0,0,0
VC,2020-05-22,17,17,0,0,0,0
AN,2020-05-23,7,7,0,0,0,0
AR,2020-05-23,12,12,0,0,0,0
AS,2020-05-23,1,1,0,0,0,0
CB,2020-05-23,2,2,0,0,0,0
CE,2020-05-23,5,5,0,0,0,0
CL,2020-05-23,18,17,0,0,1,0
CM,2020-05-23,35,30,0,0,5,0
CN,2020-05-23,1,1,0,0,0,0
CT,2020-05-23,129,124,0,0,2,3
EX,2020-05-23,0,0,0,0,0,0
GA,2020-05-23,7,7,0,0,0,0
IB,2020-05-23,2,2,0,0,0,0
MC,2020-05-23,2,2,0,0,0,0
MD,2020-05-23,71,1,0,1,0,69
ML,2020-05-23,0,0,0,0,0,0
NC,2020-05-23,12,12,0,0,0,0
PV,2020-05-23,22,5,0,17,0,0
RI,2020-05-23,2,2,0,0,0,0
VC,2020-05-23,8,8,0,0,0,0
AN,2020-05-24,4,3,0,1,0,0
AR,2020-05-24,5,5,0,0,0,0
AS,2020-05-24,2,2,0,0,0,0
CB,2020-05-24,2,2,0,0,0,0
CE,2020-05-24,2,2,0,0,0,0
CL,2020-05-24,13,13,0,0,0,0
CM,2020-05-24,25,21,0,1,3,0
CN,2020-05-24,2,2,0,0,0,0
CT,2020-05-24,144,143,0,0,1,0
EX,2020-05-24,2,1,1,0,0,0
GA,2020-05-24,7,7,0,0,0,0
IB,2020-05-24,2,2,0,0,0,0
MC,2020-05-24,0,0,0,0,0,0
MD,2020-05-24,68,2,0,0,0,66
ML,2020-05-24,0,0,0,0,0,0
NC,2020-05-24,2,2,0,0,0,0
PV,2020-05-24,27,3,0,24,0,0
RI,2020-05-24,0,0,0,0,0,0
VC,2020-05-24,9,9,0,0,0,0
AN,2020-05-25,8,8,0,0,0,0
AR,2020-05-25,13,13,0,0,0,0
AS,2020-05-25,1,1,0,0,0,0
CB,2020-05-25,2,2,0,0,0,0
CE,2020-05-25,5,5,0,0,0,0
CL,2020-05-25,37,36,0,0,1,0
CM,2020-05-25,37,36,0,0,1,0
CN,2020-05-25,4,4,0,0,0,0
CT,2020-05-25,247,182,0,0,63,2
EX,2020-05-25,5,5,0,0,0,0
GA,2020-05-25,4,4,0,0,0,0
IB,2020-05-25,3,3,0,0,0,0
MC,2020-05-25,1,1,0,0,0,0
MD,2020-05-25,172,4,0,0,0,168
ML,2020-05-25,0,0,0,0,0,0
NC,2020-05-25,5,5,0,0,0,0
PV,2020-05-25,14,6,0,8,0,0
RI,2020-05-25,4,3,0,0,0,1
VC,2020-05-25,5,5,0,0,0,0
AN,2020-05-26,8,8,0,0,0,0
AR,2020-05-26,11,11,0,0,0,0
AS,2020-05-26,2,2,0,0,0,0
CB,2020-05-26,4,4,0,0,0,0
CE,2020-05-26,1,1,0,0,0,0
CL,2020-05-26,47,47,0,0,0,0
CM,2020-05-26,50,47,0,2,1,0
CN,2020-05-26,3,3,0,0,0,0
CT,2020-05-26,216,154,0,0,60,2
EX,2020-05-26,2,2,0,0,0,0
GA,2020-05-26,3,3,0,0,0,0
IB,2020-05-26,4,4,0,0,0,0
MC,2020-05-26,0,0,0,0,0,0
MD,2020-05-26,175,0,0,0,0,175
ML,2020-05-26,0,0,0,0,0,0
NC,2020-05-26,4,4,0,0,0,0
PV,2020-05-26,22,10,0,12,0,0
RI,2020-05-26,0,0,0,0,0,0
VC,2020-05-26,13,13,0,0,0,0
AN,2020-05-27,11,11,0,0,0,0
AR,2020-05-27,14,14,0,0,0,0
AS,2020-05-27,0,0,0,0,0,0
CB,2020-05-27,2,2,0,0,0,0
CE,2020-05-27,2,2,0,0,0,0
CL,2020-05-27,26,26,0,0,0,0
CM,2020-05-27,43,41,0,1,1,0
CN,2020-05-27,2,2,0,0,0,0
CT,2020-05-27,165,122,0,0,42,1
EX,2020-05-27,3,2,1,0,0,0
GA,2020-05-27,0,0,0,0,0,0
IB,2020-05-27,3,3,0,0,0,0
MC,2020-05-27,5,5,0,0,0,0
MD,2020-05-27,112,2,0,0,0,110
ML,2020-05-27,0,0,0,0,0,0
NC,2020-05-27,11,11,0,0,0,0
PV,2020-05-27,15,2,0,13,0,0
RI,2020-05-27,1,1,0,0,0,0
VC,2020-05-27,15,15,0,0,0,0
AN,2020-05-28,7,7,0,0,0,0
AR,2020-05-28,6,6,0,0,0,0
AS,2020-05-28,0,0,0,0,0,0
CB,2020-05-28,2,2,0,0,0,0
CE,2020-05-28,5,5,0,0,0,0
CL,2020-05-28,44,44,0,0,0,0
CM,2020-05-28,50,46,0,1,3,0
CN,2020-05-28,7,7,0,0,0,0
CT,2020-05-28,220,158,0,0,61,1
EX,2020-05-28,0,0,0,0,0,0
GA,2020-05-28,2,2,0,0,0,0
IB,2020-05-28,14,13,1,0,0,0
MC,2020-05-28,3,2,0,1,0,0
MD,2020-05-28,128,3,0,0,0,125
ML,2020-05-28,0,0,0,0,0,0
NC,2020-05-28,9,9,0,0,0,0
PV,2020-05-28,9,4,0,5,0,0
RI,2020-05-28,1,1,0,0,0,0
VC,2020-05-28,11,11,0,0,0,0
AN,2020-05-29,14,14,0,0,0,0
AR,2020-05-29,11,11,0,0,0,0
AS,2020-05-29,13,13,0,0,0,0
CB,2020-05-29,3,3,0,0,0,0
CE,2020-05-29,2,2,0,0,0,0
CL,2020-05-29,47,45,0,0,2,0
CM,2020-05-29,33,32,0,1,0,0
CN,2020-05-29,7,7,0,0,0,0
CT,2020-05-29,197,153,0,0,43,1
EX,2020-05-29,3,3,0,0,0,0
GA,2020-05-29,3,3,0,0,0,0
IB,2020-05-29,5,4,1,0,0,0
MC,2020-05-29,1,1,0,0,0,0
MD,2020-05-29,131,0,0,0,0,131
ML,2020-05-29,0,0,0,0,0,0
NC,2020-05-29,5,5,0,0,0,0
PV,2020-05-29,13,3,0,10,0,0
RI,2020-05-29,2,2,0,0,0,0
VC,2020-05-29,9,9,0,0,0,0
AN,2020-05-30,13,13,0,0,0,0
AR,2020-05-30,4,4,0,0,0,0
AS,2020-05-30,4,4,0,0,0,0
CB,2020-05-30,2,2,0,0,0,0
CE,2020-05-30,3,3,0,0,0,0
CL,2020-05-30,36,36,0,0,0,0
CM,2020-05-30,29,26,0,0,3,0
CN,2020-05-30,3,3,0,0,0,0
CT,2020-05-30,103,97,0,1,4,1
EX,2020-05-30,2,2,0,0,0,0
GA,2020-05-30,2,2,0,0,0,0
IB,2020-05-30,1,1,0,0,0,0
MC,2020-05-30,2,1,1,0,0,0
MD,2020-05-30,76,0,0,0,0,76
ML,2020-05-30,0,0,0,0,0,0
NC,2020-05-30,7,7,0,0,0,0
PV,2020-05-30,27,3,0,24,0,0
RI,2020-05-30,1,1,0,0,0,0
VC,2020-05-30,4,4,0,0,0,0
AN,2020-05-31,9,9,0,0,0,0
AR,2020-05-31,7,7,0,0,0,0
AS,2020-05-31,3,3,0,0,0,0
CB,2020-05-31,1,1,0,0,0,0
CE,2020-05-31,1,1,0,0,0,0
CL,2020-05-31,18,18,0,0,0,0
CM,2020-05-31,13,10,0,1,2,0
CN,2020-05-31,1,1,0,0,0,0
CT,2020-05-31,64,64,0,0,0,0
EX,2020-05-31,1,1,0,0,0,0
GA,2020-05-31,1,1,0,0,0,0
IB,2020-05-31,2,2,0,0,0,0
MC,2020-05-31,0,0,0,0,0,0
MD,2020-05-31,87,1,0,0,0,86
ML,2020-05-31,0,0,0,0,0,0
NC,2020-05-31,3,3,0,0,0,0
PV,2020-05-31,15,0,0,15,0,0
RI,2020-05-31,0,0,0,0,0,0
VC,2020-05-31,7,7,0,0,0,0
AN,2020-06-01,18,18,0,0,0,0
AR,2020-06-01,8,8,0,0,0,0
AS,2020-06-01,0,0,0,0,0,0
CB,2020-06-01,3,3,0,0,0,0
CE,2020-06-01,4,4,0,0,0,0
CL,2020-06-01,28,28,0,0,0,0
CM,2020-06-01,29,28,0,1,0,0
CN,2020-06-01,4,4,0,0,0,0
CT,2020-06-01,104,96,0,0,6,2
EX,2020-06-01,3,3,0,0,0,0
GA,2020-06-01,2,2,0,0,0,0
IB,2020-06-01,4,3,1,0,0,0
MC,2020-06-01,4,4,0,0,0,0
MD,2020-06-01,183,1,0,0,0,182
ML,2020-06-01,1,1,0,0,0,0
NC,2020-06-01,1,1,0,0,0,0
PV,2020-06-01,22,8,0,14,0,0
RI,2020-06-01,3,3,0,0,0,0
VC,2020-06-01,15,15,0,0,0,0
AN,2020-06-02,5,5,0,0,0,0
AR,2020-06-02,18,18,0,0,0,0
AS,2020-06-02,0,0,0,0,0,0
CB,2020-06-02,2,2,0,0,0,0
CE,2020-06-02,2,2,0,0,0,0
CL,2020-06-02,19,19,0,0,0,0
CM,2020-06-02,32,25,0,1,6,0
CN,2020-06-02,4,4,0,0,0,0
CT,2020-06-02,129,108,0,0,21,0
EX,2020-06-02,5,4,0,0,1,0
GA,2020-06-02,1,1,0,0,0,0
IB,2020-06-02,7,7,0,0,0,0
MC,2020-06-02,2,2,0,0,0,0
MD,2020-06-02,132,2,0,0,0,130
ML,2020-06-02,0,0,0,0,0,0
NC,2020-06-02,3,3,0,0,0,0
PV,2020-06-02,24,10,0,14,0,0
RI,2020-06-02,1,1,0,0,0,0
VC,2020-06-02,20,20,0,0,0,0
AN,2020-06-03,15,15,0,0,0,0
AR,2020-06-03,6,6,0,0,0,0
AS,2020-06-03,1,1,0,0,0,0
CB,2020-06-03,0,0,0,0,0,0
CE,2020-06-03,4,4,0,0,0,0
CL,2020-06-03,28,28,0,0,0,0
CM,2020-06-03,47,44,0,2,1,0
CN,2020-06-03,4,4,0,0,0,0
CT,2020-06-03,144,114,0,0,30,0
EX,2020-06-03,0,0,0,0,0,0
GA,2020-06-03,0,0,0,0,0,0
IB,2020-06-03,3,3,0,0,0,0
MC,2020-06-03,2,2,0,0,0,0
MD,2020-06-03,159,1,0,0,0,158
ML,2020-06-03,0,0,0,0,0,0
NC,2020-06-03,6,6,0,0,0,0
PV,2020-06-03,15,7,0,8,0,0
RI,2020-06-03,2,2,0,0,0,0
VC,2020-06-03,11,11,0,0,0,0
AN,2020-06-04,5,5,0,0,0,0
AR,2020-06-04,8,8,0,0,0,0
AS,2020-06-04,0,0,0,0,0,0
CB,2020-06-04,1,1,0,0,0,0
CE,2020-06-04,0,0,0,0,0,0
CL,2020-06-04,28,26,0,0,2,0
CM,2020-06-04,48,38,0,1,9,0
CN,2020-06-04,1,1,0,0,0,0
CT,2020-06-04,141,109,0,0,32,0
EX,2020-06-04,3,3,0,0,0,0
GA,2020-06-04,2,2,0,0,0,0
IB,2020-06-04,6,6,0,0,0,0
MC,2020-06-04,2,2,0,0,0,0
MD,2020-06-04,128,2,0,0,0,126
ML,2020-06-04,0,0,0,0,0,0
NC,2020-06-04,7,7,0,0,0,0
PV,2020-06-04,12,6,0,6,0,0
RI,2020-06-04,2,2,0,0,0,0
VC,2020-06-04,10,10,0,0,0,0
AN,2020-06-05,12,12,0,0,0,0
AR,2020-06-05,5,5,0,0,0,0
AS,2020-06-05,2,2,0,0,0,0
CB,2020-06-05,2,2,0,0,0,0
CE,2020-06-05,0,0,0,0,0,0
CL,2020-06-05,36,36,0,0,0,0
CM,2020-06-05,37,36,0,1,0,0
CN,2020-06-05,1,1,0,0,0,0
CT,2020-06-05,189,161,0,0,28,0
EX,2020-06-05,0,0,0,0,0,0
GA,2020-06-05,4,4,0,0,0,0
IB,2020-06-05,2,2,0,0,0,0
MC,2020-06-05,1,1,0,0,0,0
MD,2020-06-05,159,4,0,0,0,155
ML,2020-06-05,0,0,0,0,0,0
NC,2020-06-05,6,6,0,0,0,0
PV,2020-06-05,19,11,0,8,0,0
RI,2020-06-05,2,2,0,0,0,0
VC,2020-06-05,9,8,0,1,0,0
AN,2020-06-06,6,6,0,0,0,0
AR,2020-06-06,5,5,0,0,0,0
AS,2020-06-06,2,2,0,0,0,0
CB,2020-06-06,0,0,0,0,0,0
CE,2020-06-06,0,0,0,0,0,0
CL,2020-06-06,12,12,0,0,0,0
CM,2020-06-06,23,23,0,0,0,0
CN,2020-06-06,4,4,0,0,0,0
CT,2020-06-06,73,72,0,1,0,0
EX,2020-06-06,0,0,0,0,0,0
GA,2020-06-06,1,1,0,0,0,0
IB,2020-06-06,2,2,0,0,0,0
MC,2020-06-06,3,3,0,0,0,0
MD,2020-06-06,97,1,0,0,0,96
ML,2020-06-06,0,0,0,0,0,0
NC,2020-06-06,1,1,0,0,0,0
PV,2020-06-06,27,7,0,20,0,0
RI,2020-06-06,2,2,0,0,0,0
VC,2020-06-06,6,6,0,0,0,0
AN,2020-06-07,2,2,0,0,0,0
AR,2020-06-07,3,3,0,0,0,0
AS,2020-06-07,1,1,0,0,0,0
CB,2020-06-07,3,3,0,0,0,0
CE,2020-06-07,0,0,0,0,0,0
CL,2020-06-07,13,13,0,0,0,0
CM,2020-06-07,13,12,0,0,1,0
CN,2020-06-07,1,1,0,0,0,0
CT,2020-06-07,65,62,0,0,2,1
EX,2020-06-07,1,1,0,0,0,0
GA,2020-06-07,1,1,0,0,0,0
IB,2020-06-07,5,5,0,0,0,0
MC,2020-06-07,0,0,0,0,0,0
MD,2020-06-07,91,0,0,0,0,91
ML,2020-06-07,0,0,0,0,0,0
NC,2020-06-07,2,2,0,0,0,0
PV,2020-06-07,27,12,0,15,0,0
RI,2020-06-07,1,1,0,0,0,0
VC,2020-06-07,7,7,0,0,0,0
AN,2020-06-08,6,6,0,0,0,0
AR,2020-06-08,5,5,0,0,0,0
AS,2020-06-08,0,0,0,0,0,0
CB,2020-06-08,1,1,0,0,0,0
CE,2020-06-08,0,0,0,0,0,0
CL,2020-06-08,35,35,0,0,0,0
CM,2020-06-08,39,37,0,0,2,0
CN,2020-06-08,2,2,0,0,0,0
CT,2020-06-08,133,114,0,0,16,3
EX,2020-06-08,1,1,0,0,0,0
GA,2020-06-08,4,4,0,0,0,0
IB,2020-06-08,3,3,0,0,0,0
MC,2020-06-08,2,2,0,0,0,0
MD,2020-06-08,164,0,0,0,0,164
ML,2020-06-08,0,0,0,0,0,0
NC,2020-06-08,0,0,0,0,0,0
PV,2020-06-08,20,13,0,7,0,0
RI,2020-06-08,0,0,0,0,0,0
VC,2020-06-08,6,6,0,0,0,0
AN,2020-06-09,8,8,0,0,0,0
AR,2020-06-09,10,10,0,0,0,0
AS,2020-06-09,0,0,0,0,0,0
CB,2020-06-09,0,0,0,0,0,0
CE,2020-06-09,0,0,0,0,0,0
CL,2020-06-09,27,26,0,0,1,0
CM,2020-06-09,28,27,0,1,0,0
CN,2020-06-09,2,2,0,0,0,0
CT,2020-06-09,94,60,0,0,34,0
EX,2020-06-09,3,2,1,0,0,0
GA,2020-06-09,3,3,0,0,0,0
IB,2020-06-09,1,1,0,0,0,0
MC,2020-06-09,2,2,0,0,0,0
MD,2020-06-09,140,0,0,0,0,140
ML,2020-06-09,1,1,0,0,0,0
NC,2020-06-09,5,5,0,0,0,0
PV,2020-06-09,26,11,0,15,0,0
RI,2020-06-09,1,1,0,0,0,0
VC,2020-06-09,9,9,0,0,0,0
AN,2020-06-10,6,6,0,0,0,0
AR,2020-06-10,3,3,0,0,0,0
AS,2020-06-10,0,0,0,0,0,0
CB,2020-06-10,1,0,0,0,0,1
CE,2020-06-10,0,0,0,0,0,0
CL,2020-06-10,17,16,0,0,1,0
CM,2020-06-10,31,27,0,2,2,0
CN,2020-06-10,1,1,0,0,0,0
CT,2020-06-10,147,94,0,1,50,2
EX,2020-06-10,1,1,0,0,0,0
GA,2020-06-10,0,0,0,0,0,0
IB,2020-06-10,4,4,0,0,0,0
MC,2020-06-10,1,1,0,0,0,0
MD,2020-06-10,128,0,0,0,0,128
ML,2020-06-10,0,0,0,0,0,0
NC,2020-06-10,4,4,0,0,0,0
PV,2020-06-10,22,8,0,14,0,0
RI,2020-06-10,0,0,0,0,0,0
VC,2020-06-10,2,2,0,0,0,0
AN,2020-06-11,5,5,0,0,0,0
AR,2020-06-11,5,5,0,0,0,0
AS,2020-06-11,3,3,0,0,0,0
CB,2020-06-11,3,3,0,0,0,0
CE,2020-06-11,0,0,0,0,0,0
CL,2020-06-11,17,17,0,0,0,0
CM,2020-06-11,14,12,0,1,1,0
CN,2020-06-11,2,2,0,0,0,0
CT,2020-06-11,124,76,0,2,43,3
EX,2020-06-11,0,0,0,0,0,0
GA,2020-06-11,1,1,0,0,0,0
IB,2020-06-11,5,5,0,0,0,0
MC,2020-06-11,0,0,0,0,0,0
MD,2020-06-11,117,3,0,0,0,114
ML,2020-06-11,0,0,0,0,0,0
NC,2020-06-11,1,1,0,0,0,0
PV,2020-06-11,20,10,0,10,0,0
RI,2020-06-11,1,1,0,0,0,0
VC,2020-06-11,11,11,0,0,0,0
AN,2020-06-12,4,4,0,0,0,0
AR,2020-06-12,4,4,0,0,0,0
AS,2020-06-12,0,0,0,0,0,0
CB,2020-06-12,2,2,0,0,0,0
CE,2020-06-12,0,0,0,0,0,0
CL,2020-06-12,21,20,0,0,1,0
CM,2020-06-12,23,21,0,0,2,0
CN,2020-06-12,4,4,0,0,0,0
CT,2020-06-12,124,92,0,2,30,0
EX,2020-06-12,1,1,0,0,0,0
GA,2020-06-12,3,3,0,0,0,0
IB,2020-06-12,7,7,0,0,0,0
MC,2020-06-12,0,0,0,0,0,0
MD,2020-06-12,135,0,0,0,0,135
ML,2020-06-12,0,0,0,0,0,0
NC,2020-06-12,1,1,0,0,0,0
PV,2020-06-12,31,19,0,12,0,0
RI,2020-06-12,0,0,0,0,0,0
VC,2020-06-12,11,11,0,0,0,0
AN,2020-06-13,4,4,0,0,0,0
AR,2020-06-13,5,5,0,0,0,0
AS,2020-06-13,0,0,0,0,0,0
CB,2020-06-13,1,1,0,0,0,0
CE,2020-06-13,0,0,0,0,0,0
CL,2020-06-13,12,11,0,0,1,0
CM,2020-06-13,10,10,0,0,0,0
CN,2020-06-13,2,2,0,0,0,0
CT,2020-06-13,47,44,0,0,2,1
EX,2020-06-13,1,1,0,0,0,0
GA,2020-06-13,0,0,0,0,0,0
IB,2020-06-13,2,2,0,0,0,0
MC,2020-06-13,1,1,0,0,0,0
MD,2020-06-13,35,0,0,0,0,35
ML,2020-06-13,0,0,0,0,0,0
NC,2020-06-13,1,1,0,0,0,0
PV,2020-06-13,38,9,0,29,0,0
RI,2020-06-13,2,2,0,0,0,0
VC,2020-06-13,3,3,0,0,0,0
AN,2020-06-14,4,4,0,0,0,0
AR,2020-06-14,4,3,0,0,1,0
AS,2020-06-14,0,0,0,0,0,0
CB,2020-06-14,1,1,0,0,0,0
CE,2020-06-14,0,0,0,0,0,0
CL,2020-06-14,6,5,0,0,1,0
CM,2020-06-14,13,13,0,0,0,0
CN,2020-06-14,1,1,0,0,0,0
CT,2020-06-14,58,55,0,0,1,2
EX,2020-06-14,1,1,0,0,0,0
GA,2020-06-14,1,1,0,0,0,0
IB,2020-06-14,4,4,0,0,0,0
MC,2020-06-14,3,3,0,0,0,0
MD,2020-06-14,57,0,0,0,0,57
ML,2020-06-14,0,0,0,0,0,0
NC,2020-06-14,2,2,0,0,0,0
PV,2020-06-14,31,7,0,24,0,0
RI,2020-06-14,1,1,0,0,0,0
VC,2020-06-14,1,1,0,0,0,0
AN,2020-06-15,7,7,0,0,0,0
AR,2020-06-15,6,6,0,0,0,0
AS,2020-06-15,0,0,0,0,0,0
CB,2020-06-15,1,1,0,0,0,0
CE,2020-06-15,0,0,0,0,0,0
CL,2020-06-15,15,15,0,0,0,0
CM,2020-06-15,20,19,0,1,0,0
CN,2020-06-15,1,1,0,0,0,0
CT,2020-06-15,101,79,0,0,21,1
EX,2020-06-15,5,5,0,0,0,0
GA,2020-06-15,4,4,0,0,0,0
IB,2020-06-15,3,3,0,0,0,0
MC,2020-06-15,2,2,0,0,0,0
MD,2020-06-15,126,0,0,0,0,126
ML,2020-06-15,1,1,0,0,0,0
NC,2020-06-15,4,4,0,0,0,0
PV,2020-06-15,24,15,0,9,0,0
RI,2020-06-15,0,0,0,0,0,0
VC,2020-06-15,10,10,0,0,0,0
AN,2020-06-16,10,10,0,0,0,0
AR,2020-06-16,12,12,0,0,0,0
AS,2020-06-16,2,2,0,0,0,0
CB,2020-06-16,2,2,0,0,0,0
CE,2020-06-16,0,0,0,0,0,0
CL,2020-06-16,42,41,0,0,1,0
CM,2020-06-16,32,31,0,0,1,0
CN,2020-06-16,2,2,0,0,0,0
CT,2020-06-16,94,78,0,1,14,1
EX,2020-06-16,2,2,0,0,0,0
GA,2020-06-16,1,1,0,0,0,0
IB,2020-06-16,4,4,0,0,0,0
MC,2020-06-16,1,1,0,0,0,0
MD,2020-06-16,58,1,0,0,0,57
ML,2020-06-16,0,0,0,0,0,0
NC,2020-06-16,13,13,0,0,0,0
PV,2020-06-16,20,10,0,10,0,0
RI,2020-06-16,1,1,0,0,0,0
VC,2020-06-16,12,12,0,0,0,0
AN,2020-06-17,10,10,0,0,0,0
AR,2020-06-17,6,6,0,0,0,0
AS,2020-06-17,0,0,0,0,0,0
CB,2020-06-17,3,3,0,0,0,0
CE,2020-06-17,0,0,0,0,0,0
CL,2020-06-17,17,17,0,0,0,0
CM,2020-06-17,19,18,0,1,0,0
CN,2020-06-17,14,14,0,0,0,0
CT,2020-06-17,106,88,0,0,16,2
EX,2020-06-17,7,7,0,0,0,0
GA,2020-06-17,4,4,0,0,0,0
IB,2020-06-17,4,4,0,0,0,0
MC,2020-06-17,2,2,0,0,0,0
MD,2020-06-17,78,1,0,0,0,77
ML,2020-06-17,0,0,0,0,0,0
NC,2020-06-17,3,3,0,0,0,0
PV,2020-06-17,19,8,0,11,0,0
RI,2020-06-17,0,0,0,0,0,0
VC,2020-06-17,12,12,0,0,0,0
AN,2020-06-18,25,25,0,0,0,0
AR,2020-06-18,14,14,0,0,0,0
AS,2020-06-18,0,0,0,0,0,0
CB,2020-06-18,3,3,0,0,0,0
CE,2020-06-18,0,0,0,0,0,0
CL,2020-06-18,12,11,0,0,1,0
CM,2020-06-18,21,20,0,0,1,0
CN,2020-06-18,0,0,0,0,0,0
CT,2020-06-18,110,95,0,0,15,0
EX,2020-06-18,4,4,0,0,0,0
GA,2020-06-18,2,2,0,0,0,0
IB,2020-06-18,5,5,0,0,0,0
MC,2020-06-18,2,2,0,0,0,0
MD,2020-06-18,70,2,0,0,0,68
ML,2020-06-18,0,0,0,0,0,0
NC,2020-06-18,6,6,0,0,0,0
PV,2020-06-18,22,11,0,11,0,0
RI,2020-06-18,1,1,0,0,0,0
VC,2020-06-18,8,8,0,0,0,0
AN,2020-06-19,11,11,0,0,0,0
AR,2020-06-19,24,24,0,0,0,0
AS,2020-06-19,0,0,0,0,0,0
CB,2020-06-19,0,0,0,0,0,0
CE,2020-06-19,0,0,0,0,0,0
CL,2020-06-19,14,13,0,0,1,0
CM,2020-06-19,24,24,0,0,0,0
CN,2020-06-19,1,1,0,0,0,0
CT,2020-06-19,101,86,0,0,14,1
EX,2020-06-19,2,2,0,0,0,0
GA,2020-06-19,2,2,0,0,0,0
IB,2020-06-19,8,8,0,0,0,0
MC,2020-06-19,3,3,0,0,0,0
MD,2020-06-19,62,1,0,0,0,61
ML,2020-06-19,0,0,0,0,0,0
NC,2020-06-19,9,9,0,0,0,0
PV,2020-06-19,24,11,0,13,0,0
RI,2020-06-19,0,0,0,0,0,0
VC,2020-06-19,10,10,0,0,0,0
AN,2020-06-20,15,15,0,0,0,0
AR,2020-06-20,29,29,0,0,0,0
AS,2020-06-20,0,0,0,0,0,0
CB,2020-06-20,3,3,0,0,0,0
CE,2020-06-20,0,0,0,0,0,0
CL,2020-06-20,18,17,0,0,1,0
CM,2020-06-20,23,22,0,0,1,0
CN,2020-06-20,11,11,0,0,0,0
CT,2020-06-20,96,94,0,0,2,0
EX,2020-06-20,1,1,0,0,0,0
GA,2020-06-20,2,2,0,0,0,0
IB,2020-06-20,3,3,0,0,0,0
MC,2020-06-20,3,3,0,0,0,0
MD,2020-06-20,40,0,0,0,0,40
ML,2020-06-20,0,0,0,0,0,0
NC,2020-06-20,4,4,0,0,0,0
PV,2020-06-20,21,4,0,17,0,0
RI,2020-06-20,1,1,0,0,0,0
VC,2020-06-20,5,5,0,0,0,0
AN,2020-06-21,10,10,0,0,0,0
AR,2020-06-21,37,36,0,0,1,0
AS,2020-06-21,0,0,0,0,0,0
CB,2020-06-21,4,4,0,0,0,0
CE,2020-06-21,0,0,0,0,0,0
CL,2020-06-21,6,6,0,0,0,0
CM,2020-06-21,17,15,0,2,0,0
CN,2020-06-21,2,2,0,0,0,0
CT,2020-06-21,85,83,0,0,1,1
EX,2020-06-21,5,5,0,0,0,0
GA,2020-06-21,6,6,0,0,0,0
IB,2020-06-21,2,2,0,0,0,0
MC,2020-06-21,5,5,0,0,0,0
MD,2020-06-21,31,0,0,0,0,31
ML,2020-06-21,2,2,0,0,0,0
NC,2020-06-21,15,15,0,0,0,0
PV,2020-06-21,17,6,0,11,0,0
RI,2020-06-21,0,0,0,0,0,0
VC,2020-06-21,9,9,0,0,0,0
AN,2020-06-22,17,17,0,0,0,0
AR,2020-06-22,46,46,0,0,0,0
AS,2020-06-22,0,0,0,0,0,0
CB,2020-06-22,1,1,0,0,0,0
CE,2020-06-22,0,0,0,0,0,0
CL,2020-06-22,14,14,0,0,0,0
CM,2020-06-22,23,19,0,4,0,0
CN,2020-06-22,0,0,0,0,0,0
CT,2020-06-22,129,105,0,1,23,0
EX,2020-06-22,1,1,0,0,0,0
GA,2020-06-22,0,0,0,0,0,0
IB,2020-06-22,1,1,0,0,0,0
MC,2020-06-22,4,4,0,0,0,0
MD,2020-06-22,43,0,0,0,0,43
ML,2020-06-22,0,0,0,0,0,0
NC,2020-06-22,18,18,0,0,0,0
PV,2020-06-22,22,9,0,13,0,0
RI,2020-06-22,0,0,0,0,0,0
VC,2020-06-22,8,8,0,0,0,0
AN,2020-06-23,13,13,0,0,0,0
AR,2020-06-23,26,26,0,0,0,0
AS,2020-06-23,0,0,0,0,0,0
CB,2020-06-23,2,2,0,0,0,0
CE,2020-06-23,0,0,0,0,0,0
CL,2020-06-23,29,28,0,0,1,0
CM,2020-06-23,40,39,0,1,0,0
CN,2020-06-23,6,6,0,0,0,0
CT,2020-06-23,135,114,0,0,21,0
EX,2020-06-23,5,5,0,0,0,0
